date,0
20190102,-0.0028379988533346
20190103,0.0045038217994583
20190104,0.0401634410626029
20190107,0.0090888994691096
20190108,0.0152221521528771
20190109,0.0027798796879026
20190110,-0.0015371681578862
20190111,-0.0033030889341689
20190114,-0.0018424045178417
20190115,0.0039718663217001
20190116,-0.000348281332331
20190117,-0.0002788526794574
20190118,-0.0020353255551597
20190121,0.0040499333859068
20190122,0.0052628572336249
20190123,0.0041641392533939
20190124,-0.0036500055148364
20190125,-0.0028795635872093
20190128,-0.0088537638344992
20190129,-0.0047726732160853
20190130,0.0180324425213969
20190131,0.0112424469778836
20190201,0.0346217506082153
20190211,0.0228238500837869
20190212,0.0205900064926573
20190213,0.0239278377723697
20190214,0.0029739615199825
20190215,0.0206920369930187
20190218,0.0476967299120623
20190219,0.0014400491053139
20190220,0.0010793857284108
20190221,0.0104484588512482
20190222,0.0367585452559632
20190225,0.0067673313370896
20190226,0.00495987425555
20190227,-0.0022997979212504
20190228,0.0099123952407828
20190301,0.0091577174333788
20190304,0.0138973829077464
20190305,0.0584092089746454
20190306,0.0220120580339877
20190307,0.0014006878535457
20190308,0.0159816688614765
20190311,0.0107853520045923
20190312,-0.0015567067458805
20190313,-0.0223688635844244
20190314,0.0014328776983643
20190315,0.0113788582227067
20190318,0.00045580623444
20190319,-0.0036461231360226
20190320,0.0207571710195281
20190321,0.0028254819158609
20190322,-0.0115744647763756
20190325,0.0066658500485023
20190326,-0.0069972127241863
20190327,-0.0005595297834773
20190328,0.0093960437078469
20190329,0.018316918670206
20190401,0.0215870349843101
20190402,0.007588593642659
20190403,0.0224780701991556
20190404,0.0113808454690383
20190408,-0.0145116643107958
20190409,0.0069061583691708
20190410,-0.0042016989505368
20190411,-0.0095204257596754
20190412,0.0047130734873828
20190415,0.0006958299083576
20190416,0.0035098336900025
20190417,-0.0057672951309574
20190418,0.008648734008433
20190419,-0.0010558058240964
20190422,0.0038390945530006
20190423,-0.0020346376308186
20190424,-0.0100074036048277
20190425,-0.0295448439422659
20190426,-0.0265725376353283
20190429,-0.0125171663544828
20190430,-0.0392477708831293
20190506,0.0009053682840515
20190507,0.0076898823645602
20190508,0.0037968329554251
20190509,0.0224384647576652
20190510,0.0067828541809376
20190513,0.0024087077712129
20190514,0.0298983733440551
20190515,0.0093509196617003
20190516,-0.0081370239031738
20190517,-0.011838209416055
20190520,0.02037721225683
20190521,0.00019457321599
20190522,-0.0191095040310231
20190523,-0.0048991090523181
20190524,0.0152893658512209
