trade_date,idx,open,high,low,close,preclose,change,pctChg,volume,amount,turn,turn_f,pe,pe_ttm,pb,total_share,float_share,free_share,total_mv,float_mv
20180205.0,02399001,10761.0831,10873.241,10741.8463,10836.2519,10925.1608,-88.9089,-0.8138,14870522300.0,195241346400.0,1.15,1.88,32.32,26.29,2.97,1042519559131.0,793806219200.0,484556939546.0,14497141876708.0,10801807071080.0
20180205.0,02399005,7186.5403,7254.2779,7175.6621,7222.956,7291.8225,-68.8665,-0.9444,4961074100.0,68267691300.0,0.93,1.57,37.8,31.77,4.13,229141843641.0,169051147977.0,99848070380.0,4298530410986.0,3029009571668.0
20180205.0,02399006,1678.1874,1698.2811,1674.9753,1688.2724,1702.4264,-14.154,-0.8314,3194551900.0,47661790000.0,1.74,2.3,38.81,38.72,4.16,121406855676.0,85737307962.0,64782047045.0,2003782893924.0,1333080498984.0
20180205.0,02399673,1452.199,1476.6992,1449.6033,1466.0775,1476.9184,-10.8409,-0.734,951298100.0,14629151000.0,,,,,,,,,,
20180206.0,01000001,3418.01,3440.124,3364.2163,3370.652,3487.497,-116.845,-3.3504,28055547700.0,318818541800.0,0.9,2.36,18.49,16.18,1.73,4256671146113.0,3119724383423.0,1186454107164.0,40856252522007.0,29316924891556.0
20180206.0,01000020,1127.4224,1130.4282,1085.7588,1086.2744,1146.6374,-60.363,-5.2643,2062599900.0,23836368411.0,,,,,,,,,,
20180206.0,01000688,,,,,,,,,,,,,,,,,,,
20180206.0,01000852,6353.2048,6383.1816,6142.4026,6142.6681,6461.8128,-319.1447,-4.9389,9107837500.0,89122346989.0,,,,,,,,,,
20180206.0,01000905,5886.3455,5920.7398,5702.8503,5704.2641,5998.2236,-293.9595,-4.9008,9234070900.0,95655940855.0,1.38,2.4,33.88,26.42,2.24,810662982782.0,667279622083.0,385293165648.0,7680627787705.0,6030392856397.0
20180206.0,02399001,10603.535,10685.1586,10377.6098,10377.6098,10836.2519,-458.6421,-4.2325,19687741000.0,240826766400.0,1.48,2.43,30.96,25.18,2.84,1042514546812.0,793972552514.0,484710388560.0,13890436072826.0,10356384227759.0
20180206.0,02399005,7056.1148,7129.8796,6908.0463,6912.9756,7222.956,-309.9804,-4.2916,6787419900.0,86201971600.0,1.26,2.14,36.26,30.47,3.97,229146226844.0,169055255180.0,99844618083.0,4124235406067.0,2903058047113.0
20180206.0,02399006,1653.447,1675.5631,1597.8857,1598.1161,1688.2724,-90.1563,-5.3402,4301342800.0,61405445600.0,2.36,3.12,36.81,36.72,3.94,121375924406.0,85849375525.0,64894114608.0,1900362357695.0,1261969848069.0
20180206.0,02399673,1435.918,1462.1087,1386.3416,1387.0248,1466.0775,-79.0527,-5.3921,1398137300.0,20287230600.0,,,,,,,,,,
20180207.0,01000001,3412.7441,3425.5377,3304.007,3309.2598,3370.652,-61.3922,-1.8214,26093971400.0,295264429900.0,0.83,2.19,18.09,15.83,1.7,4256806404016.0,3119769023071.0,1186439754426.0,39969369911991.0,28707681565515.0
20180207.0,01000020,1102.5559,1109.2754,1066.6897,1089.8963,1086.2744,3.6219,0.3334,1859035600.0,21591543683.0,,,,,,,,,,
20180207.0,01000688,,,,,,,,,,,,,,,,,,,
20180207.0,01000852,6236.4564,6270.5688,6042.6268,6158.2574,6142.6681,15.5893,0.2538,8468120000.0,84669998972.0,,,,,,,,,,
20180207.0,01000905,5805.965,5831.8113,5630.0868,5711.3322,5704.2641,7.0681,0.1239,8523599700.0,88965422773.0,1.28,2.21,33.9,26.44,2.24,810662648582.0,667279622083.0,385279326224.0,7686290374966.0,6033212538919.0
20180207.0,02399001,10563.3133,10599.5363,10173.6626,10246.9738,10377.6098,-130.636,-1.2588,18536490800.0,231266197300.0,1.42,2.33,30.55,24.85,2.81,1042582293933.0,793972662973.0,484698032395.0,13706339560837.0,10204047766554.0
20180207.0,02399005,7038.262,7066.7275,6787.1753,6858.3109,6912.9756,-54.6647,-0.7908,6263111000.0,80309678900.0,1.18,2.0,35.95,30.2,3.93,229146226844.0,169055255180.0,99843288083.0,4088387806481.0,2878561268524.0
20180207.0,02399006,1632.8716,1637.7767,1571.4705,1616.4003,1598.1161,18.2842,1.1441,4485085800.0,63609474200.0,2.64,3.5,37.27,37.18,3.98,121438286527.0,85849485984.0,64894225067.0,1924210996413.0,1278271630852.0
20180207.0,02399673,1419.0594,1426.4238,1361.218,1406.3992,1387.0248,19.3744,1.3968,1531439800.0,21688676700.0,,,,,,,,,,
20180208.0,01000001,3281.0458,3307.1623,3225.7117,3262.0504,3309.2598,-47.2094,-1.4266,20126249900.0,222348685300.0,0.64,1.68,17.77,15.55,1.67,4258525806999.0,3120434341622.0,1186826554748.0,39279517043915.0,28231615309598.0
20180208.0,01000020,1087.0626,1104.2671,1086.4418,1104.1648,1089.8963,14.2685,1.3092,1464594900.0,16504607150.0,,,,,,,,,,
20180208.0,01000688,,,,,,,,,,,,,,,,,,,
20180208.0,01000852,6141.7829,6243.7366,6138.166,6238.2209,6158.2574,79.9635,1.2985,6331098900.0,64134826761.0,,,,,,,,,,
20180208.0,01000905,5695.6656,5786.7852,5691.2916,5766.4797,5711.3322,55.1475,0.9656,6244479700.0,66338245095.0,0.94,1.62,34.33,26.76,2.26,812382051565.0,667286039341.0,385246716101.0,7782174612998.0,6088323782635.0
20180208.0,02399001,10219.3897,10411.2028,10219.2144,10372.5877,10246.9738,125.6139,1.2259,15442980200.0,189574402800.0,1.09,1.78,30.88,25.11,2.84,1042582293933.0,793973673980.0,484680331876.0,13854383991088.0,10313375871980.0
20180208.0,02399005,6853.3261,7015.6103,6848.0222,7011.2237,6858.3109,152.9128,2.2296,5106827400.0,68258278599.99999,0.93,1.57,36.71,30.84,4.01,229146226844.0,169055255180.0,99841536683.0,4174776636159.0,2942185806212.0
20180208.0,02399006,1608.7295,1651.5859,1608.6313,1641.4307,1616.4003,25.0304,1.5485,4592212600.0,57356436600.0,2.13,2.81,37.83,37.73,4.04,121438286527.0,85850496991.0,64895882384.0,1952959054624.0,1296098199824.0
20180208.0,02399673,1397.9059,1439.021,1397.794,1429.5057,1406.3992,23.1065,1.643,1181558200.0,17395233000.0,,,,,,,,,,
20180209.0,01000001,3172.8509,3180.11,3062.7426,3129.8508,3262.0504,-132.1996,-4.0527,25638917600.0,272095086800.0,0.82,2.14,17.05,14.93,1.6,4258747725653.0,3120815207043.0,1186528046328.0,37711629664276.0,27088154547675.0
20180209.0,01000020,1080.6429,1084.8047,1057.2963,1071.0202,1104.1648,-33.1446,-3.0018,1750198400.0,19181971757.0,,,,,,,,,,
20180209.0,01000688,,,,,,,,,,,,,,,,,,,
20180209.0,01000852,6100.348,6142.3134,5983.7658,6053.0204,6238.2209,-185.2005,-2.9688,8124400700.0,77570354846.0,,,,,,,,,,
20180209.0,01000905,5631.9603,5663.1036,5490.6248,5554.8974,5766.4797,-211.5823,-3.6692,8431884200.0,82291670302.0,1.26,2.19,33.01,25.74,2.18,812381626565.0,667533119118.0,384468327458.0,7488932163126.0,5855133406280.0
20180209.0,02399001,10096.465,10172.7755,9868.8337,10001.2272,10372.5877,-371.3605,-3.5802,19357135400.0,222130733400.0,1.43,2.34,29.77,24.21,2.73,1042581868933.0,793995033245.0,484738595721.0,13360605131111.0,9935758453252.0
20180209.0,02399005,6819.7397,6903.8822,6705.4706,6795.8079,7011.2237,-215.4158,-3.0724,6526044900.0,81039044100.0,1.24,2.09,35.57,29.88,3.89,229145801844.0,169076614445.0,99917268948.0,4045659293885.0,2848931391697.0
20180209.0,02399006,1598.4754,1629.356,1576.8856,1592.5102,1641.4307,-48.9205,-2.9804,4837991400.0,61689722600.0,2.43,3.22,36.8,36.64,3.93,121438286527.0,85850496991.0,64895482384.0,1899836884702.0,1256118871502.0
20180209.0,02399673,1390.6021,1417.3237,1366.4397,1381.9907,1429.5057,-47.515,-3.3239,1452509500.0,20491618400.0,,,,,,,,,,
20180212.0,01000001,3128.3709,3168.1258,3113.6054,3154.1254,3129.8508,24.2746,0.7756,15331083100.0,171003182200.0,0.49,1.28,17.13,15.01,1.61,4258993886393.0,3121697823869.0,1187335839446.0,37921920975892.0,27259840643194.0
20180212.0,01000020,1074.8338,1098.8811,1074.8338,1096.6306,1071.0202,25.6104,2.3912,1306064700.0,14998440096.0,,,,,,,,,,
20180212.0,01000688,,,,,,,,,,,,,,,,,,,
20180212.0,01000852,6074.4609,6216.5161,6074.4609,6203.7517,6053.0204,150.7313,2.4902,6214402200.0,63609252911.0,,,,,,,,,,
20180212.0,01000905,5581.7113,5714.8183,5581.7113,5699.0979,5554.8974,144.2005,2.5959,5724649400.0,61430758213.0,0.86,1.49,33.8,26.38,2.23,812381626565.0,668158666753.0,385044372128.0,7681765967584.0,6008011417998.0
20180212.0,02399001,10059.8576,10325.6836,10059.8576,10291.882,10001.2272,290.6548,2.9062,14499615400.0,178698483800.0,1.02,1.67,30.6,24.87,2.81,1042581868933.0,793993247168.0,484732977297.0,13734031898490.0,10212459017506.0
20180212.0,02399005,6842.2786,7050.5858,6842.2786,7029.7744,6795.8079,233.9665,3.4428,5538584700.0,71265808300.0,1.07,1.8,36.69,30.74,4.01,229145801844.0,169074172508.0,99940317789.0,4173802569558.0,2938200183174.0
20180212.0,02399006,1604.5617,1654.6537,1604.5617,1648.0721,1592.5102,55.5619,3.489,3935224700.0,53476729100.0,1.95,2.57,38.11,37.97,4.07,121438286527.0,85851152851.0,64896138244.0,1967454942934.0,1300709208298.0
20180212.0,02399673,1393.3683,1439.15,1391.771,1432.7501,1381.9907,50.7594,3.6729,1100894500.0,16220694200.0,,,,,,,,,,
20180213.0,01000001,3176.1066,3219.2169,3176.1066,3184.9587,3154.1254,30.8333,0.9776,15152759700.0,172045207000.0,0.48,1.26,17.26,15.15,1.63,4258995441393.0,3121721935104.0,1187369705709.0,38328611785324.0,27558742673624.0
20180213.0,01000020,1100.5303,1110.5116,1099.7498,1100.2729,1096.6306,3.6423,0.3321,1343423200.0,15245754277.0,,,,,,,,,,
20180213.0,01000688,,,,,,,,,,,,,,,,,,,
20180213.0,01000852,6229.3764,6268.7754,6211.6281,6216.5101,6203.7517,12.7584,0.2057,6140257600.0,63359383863.0,,,,,,,,,,
20180213.0,01000905,5731.147,5789.6975,5727.754,5736.9505,5699.0979,37.8526,0.6642,5720863400.0,62790499693.0,0.86,1.49,33.07,26.3,2.25,812381626565.0,668368221583.0,385152563110.0,7734107861260.0,6051085182424.0
20180213.0,02399001,10367.6821,10486.8101,10350.174,10362.4319,10291.882,70.5499,0.6855,14216733300.0,175103180300.0,0.97,1.59,30.84,25.13,2.82,1047030999479.0,794216944862.0,484841498441.0,13860803732347.0,10288228277640.0
20180213.0,02399005,7078.8827,7134.5085,7043.1102,7054.7299,7029.7744,24.9555,0.355,5352485400.0,70593602400.0,0.99,1.67,36.82,30.92,4.03,229145801844.0,169294485008.0,100054380289.0,4189567652562.0,2950452888571.0
20180213.0,02399006,1657.1278,1669.0786,1644.8655,1648.5816,1648.0721,0.5095,0.0309,3622436800.0,50752323900.0,1.74,2.3,37.85,38.34,4.08,121457929896.0,85854538045.0,64911042338.0,1968506983776.0,1301393688485.0
20180213.0,02399673,1442.4049,1449.235,1427.6034,1430.0187,1432.7501,-2.7314,-0.1906,973142700.0,15204077500.0,,,,,,,,,,
20180214.0,01000001,3188.2475,3203.4967,3171.3836,3199.1589,3184.9587,14.2002,0.4459,10032282700.0,114552203000.0,0.32,0.84,17.34,15.2,1.63,4263175751794.0,3128705372808.0,1187696201184.0,38563357890438.0,27726385688118.0
20180214.0,01000020,1102.0493,1108.3631,1099.9668,1108.2261,1100.2729,7.9532,0.7228,934529100.0,11901147141.0,,,,,,,,,,
20180214.0,01000688,,,,,,,,,,,,,,,,,,,
20180214.0,01000852,6216.3807,6230.7319,6182.8932,6230.6628,6216.5101,14.1527,0.2277,4307827500.0,43830725137.0,,,,,,,,,,
20180214.0,01000905,5741.8838,5761.7685,5712.879,5754.8344,5736.9505,17.8839,0.3117,4139822200.0,42489982297.0,0.62,1.07,33.19,26.52,2.25,812485111722.0,668423244710.0,385171579691.0,7761531759225.0,6075411173778.0
20180214.0,02399001,10381.1584,10433.0922,10319.1469,10431.9136,10362.4319,69.4817,0.6705,10008243800.0,122306758700.0,0.66,1.1,31.05,25.33,2.84,1047030052258.0,806881105496.0,484853739055.0,13952583854883.0,10424483579662.0
20180214.0,02399005,7074.0953,7096.3699,7022.2487,7087.0318,7054.7299,32.3019,0.4579,3569518300.0,48107707500.0,0.64,1.08,36.98,31.12,4.04,229145801844.0,169294485008.0,100054380289.0,4207759606944.0,2961725304778.0
20180214.0,02399006,1649.573,1652.009,1633.7621,1646.7714,1648.5816,-1.8102,-0.1098,2603047900.0,35211100400.0,1.17,1.54,37.85,38.3,4.07,121456982675.0,85900585872.0,64921083619.0,1968798611077.0,1302521405424.0
20180214.0,02399673,1429.3576,1433.2063,1413.5174,1422.5727,1430.0187,-7.446,-0.5207,651210300.0,9957860000.0,,,,,,,,,,
20180222.0,01000001,3237.5692,3269.9156,3234.1152,3268.5589,3199.1589,69.4,2.1693,13873044500.0,157303882500.0,0.44,1.16,17.73,15.55,1.67,4263255302474.0,3134173477102.0,1189187359846.0,39435920465184.0,28397863788755.0
20180222.0,01000020,1114.6786,1126.3102,1114.6786,1126.1637,1108.2261,17.9376,1.6186,1199830600.0,13259436498.0,,,,,,,,,,
20180222.0,01000688,,,,,,,,,,,,,,,,,,,
20180222.0,01000852,6269.3672,6347.1487,6269.3672,6347.0825,6230.6628,116.4197,1.8685,5693553300.0,59696646863.0,,,,,,,,,,
20180222.0,01000905,5800.9493,5875.7592,5797.9076,5875.7272,5754.8344,120.8928,2.1007,5963610700.0,61991950413.0,0.89,1.55,33.87,27.1,2.3,812485111722.0,668925507224.0,385666136985.0,7921885338122.0,6206905994478.0
20180222.0,02399001,10547.8067,10667.7996,10526.9834,10658.9367,10431.9136,227.0231,2.1762,13617047800.0,167971337500.0,0.97,1.62,31.7,25.88,2.9,1047030052258.0,806881105496.0,484843601003.0,14247078164073.0,10653869513445.0
20180222.0,02399005,7172.6789,7280.1442,7162.6692,7270.9506,7087.0318,183.9188,2.5951,4883769000.0,67693213300.0,1.0,1.69,37.87,31.89,4.13,229145801844.0,169294485008.0,100074680289.0,4308101384401.0,3037168398040.0
20180222.0,02399006,1661.5586,1679.7936,1650.8754,1677.7647,1646.7714,30.9933,1.8821,3156845700.0,45102019100.0,1.63,2.16,38.59,39.23,4.15,121456982675.0,85900585872.0,64921083619.0,2007194492208.0,1327884935497.0
20180222.0,02399673,1438.8445,1461.9242,1431.3394,1455.9289,1422.5727,33.3562,2.3448,979040400.0,14713858500.0,,,,,,,,,,
20180223.0,01000001,3275.429,3294.1338,3258.4878,3289.0241,3268.5589,20.4652,0.6261,14579036800.0,159502514800.0,0.46,1.22,17.85,15.65,1.68,4263108728434.0,3133953293062.0,1189004358829.0,39686438691208.0,28575761956883.0
20180223.0,01000020,1126.5972,1131.4796,1123.1847,1131.196,1126.1637,5.0323,0.4469,1276040300.0,14298198012.0,,,,,,,,,,
20180223.0,01000688,,,,,,,,,,,,,,,,,,,
20180223.0,01000852,6346.8222,6367.0559,6316.543,6365.9164,6347.0825,18.8339,0.2967,6421282000.0,65355546883.0,,,,,,,,,,
20180223.0,01000905,5877.7159,5902.9357,5848.5227,5897.6765,5875.7272,21.9493,0.3736,6214785000.0,64825103161.0,0.93,1.61,34.01,27.2,2.31,812485025322.0,668925507224.0,385670940820.0,7953785932691.0,6233984106560.0
20180223.0,02399001,10667.812,10700.1098,10578.7873,10662.7915,10658.9367,3.8548,0.0362,14053085500.0,173133276100.0,0.94,1.57,31.73,25.9,2.9,1047032425548.0,806895673593.0,484282169100.0,14258202409533.0,10666531440025.0
20180223.0,02399005,7271.6237,7297.8074,7216.6956,7285.1745,7270.9506,14.2239,0.1956,5086016900.0,69905655700.0,1.01,1.71,37.9,31.91,4.14,229145765444.0,169296706582.0,100076901863.0,4311391924148.0,3042337133097.0
20180223.0,02399006,1674.6236,1681.2445,1656.9532,1668.8345,1677.7647,-8.9302,-0.5323,3529356600.0,47999414500.0,1.46,1.93,38.34,38.97,4.12,121456667675.0,85911059660.0,64931557407.0,1994292509645.0,1320417681373.0
20180223.0,02399673,1455.2988,1464.224,1441.2886,1452.573,1455.9289,-3.3559,-0.2305,839434500.0,13280974200.0,,,,,,,,,,
20180226.0,01000001,3307.295,3335.9856,3281.615,3329.5737,3289.0241,40.5496,1.2329,18856860200.0,213333034900.0,0.6,1.58,18.03,15.81,1.7,4262711545991.0,3136568658393.0,1189357026704.0,40097753872656.0,28893877755203.0
20180226.0,01000020,1134.7499,1153.9629,1133.6648,1153.8828,1131.196,22.6868,2.0056,1744889100.0,19725948925.0,,,,,,,,,,
20180226.0,01000688,,,,,,,,,,,,,,,,,,,
20180226.0,01000852,6396.5072,6509.6242,6382.1541,6507.128,6365.9164,141.2116,2.2182,8953016700.0,92903053014.0,,,,,,,,,,
20180226.0,01000905,5926.4208,6032.1358,5917.6165,6029.6795,5897.6765,132.003,2.2382,8307398700.0,92064854906.0,1.24,2.15,34.75,27.76,2.36,812485025322.0,669331151935.0,386257042371.0,8126274033665.0,6373635259302.0
20180226.0,02399001,10731.3128,10920.2101,10670.1673,10895.5619,10662.7915,232.7704,2.183,20018349000.0,253878815200.0,1.38,2.3,32.42,26.43,2.96,1047032425548.0,810160014592.0,486865571181.0,14568077003502.0,10895773781849.0
20180226.0,02399005,7329.1246,7519.3664,7329.1246,7488.4254,7285.1745,203.2509,2.7899,7739268700.0,108220214200.0,1.53,2.58,38.98,32.81,4.25,229145765444.0,169296706582.0,100417301863.0,4434815740914.0,3122591298691.0
20180226.0,02399006,1683.1462,1733.7081,1673.9535,1729.1527,1668.8345,60.3182,3.6144,4834986100.0,71869257900.0,2.32,3.07,39.82,40.43,4.28,121456667675.0,85911059660.0,64911397407.0,2070912917517.0,1367455140137.0
20180226.0,02399673,1468.8738,1518.0921,1460.4428,1512.0146,1452.573,59.4416,4.0922,1341177400.0,21493520700.0,,,,,,,,,,
20180227.0,01000001,3328.6719,3328.6719,3284.6293,3292.0679,3329.5737,-37.5058,-1.1264,17421936800.0,204394381500.0,0.55,1.46,17.8,15.6,1.68,4263188728434.0,3137233210336.0,1189606998263.0,39584256246560.0,28550160855590.0
20180227.0,01000020,1153.0962,1157.9227,1150.4027,1157.7386,1153.8828,3.8558,0.3342,1610797200.0,19170709522.0,,,,,,,,,,
20180227.0,01000688,,,,,,,,,,,,,,,,,,,
20180227.0,01000852,6506.4001,6540.7497,6491.5333,6529.3803,6507.128,22.2523,0.342,9236127600.0,97506319927.0,,,,,,,,,,
20180227.0,01000905,6025.8832,6042.3888,6000.881,6010.5573,6029.6795,-19.1222,-0.3171,7702215800.0,90285128512.0,1.15,1.99,34.61,27.66,2.34,812485025322.0,669331151935.0,386252561019.0,8094728581990.0,6347635764573.0
20180227.0,02399001,10898.2887,10915.3642,10791.9537,10807.5346,10895.5619,-88.0273,-0.8079,19593277900.0,256634726400.0,1.28,2.14,32.17,26.23,2.93,1047032425548.0,810148501603.0,486834572327.0,14455568251084.0,10791481676203.0
20180227.0,02399005,7482.936,7528.7518,7423.8664,7443.5541,7488.4254,-44.8713,-0.5992,7346977200.0,102792251200.0,1.37,2.32,38.75,33.32,4.2,229145765444.0,169298586926.0,100419182207.0,4408219909092.0,3098525008861.0
20180227.0,02399006,1729.9369,1757.3743,1728.3112,1743.5413,1729.1527,14.3886,0.8321,5649156300.0,82012641900.0,2.66,3.52,40.2,39.4,4.28,121456667675.0,85911059660.0,64911397407.0,2091023110244.0,1379032157601.0
20180227.0,02399673,1512.7393,1546.4976,1510.9075,1530.324,1512.0146,18.3094,1.2109,1510368500.0,23501870400.0,,,,,,,,,,
20180228.0,01000001,3264.0585,3277.8324,3239.8438,3259.408,3292.0679,-32.6599,-0.9921,15104353600.0,180233815200.0,0.48,1.27,17.74,15.57,1.67,4269842449446.0,3137559985453.0,1189980367520.0,39553915017692.0,28279622187149.0
20180228.0,01000020,1150.8012,1161.4565,1144.9823,1158.5296,1157.7386,0.791,0.0683,1526188500.0,18288349194.0,,,,,,,,,,
20180228.0,01000688,,,,,,,,,,,,,,,,,,,
20180228.0,01000852,6488.2495,6581.0816,6461.3671,6563.8076,6529.3803,34.4273,0.5273,8803159000.0,96704991194.0,,,,,,,,,,
20180228.0,01000905,5967.8977,6044.0694,5939.6425,6023.677,6010.5573,13.1197,0.2183,7098691700.0,82266508208.0,1.06,1.84,34.63,27.53,2.34,812484923078.0,669333453791.0,386256603983.0,8106816497888.0,6359063963104.0
20180228.0,02399001,10705.8128,10875.7066,10656.3578,10828.7302,10807.5346,21.1956,0.1961,18663895300.0,244640047500.0,1.24,2.07,32.19,25.95,2.92,1047038144548.0,811034044942.0,487630623295.0,14471004043201.0,10805303320026.0
20180228.0,02399005,7362.682,7506.9089,7339.3898,7477.2628,7443.5541,33.7087,0.4529,7513377600.0,105203560100.0,1.52,2.57,38.83,32.03,4.15,229145765444.0,169298586926.0,100419182207.0,4417552358358.0,3105482375270.0
20180228.0,02399006,1730.152,1773.7326,1723.395,1753.6274,1743.5413,10.0861,0.5785,5331551700.0,77501850500.0,2.52,3.33,40.62,39.54,4.21,121462386675.0,85911059660.0,64911397407.0,2102193382444.0,1385441484832.0
20180228.0,02399673,1515.2217,1562.6547,1509.6864,1540.488,1530.324,10.164,0.6642,1449725600.0,22958326800.0,,,,,,,,,,
20180301.0,01000001,3235.0887,3280.1491,3228.5848,3273.7549,3259.408,14.3469,0.4402,15909832000.0,185277782000.0,0.51,1.33,17.8,15.62,1.68,4269921778523.0,3137577494530.0,1189987500086.0,39696315185568.0,28421796954929.0
20180301.0,01000020,1153.9921,1172.2903,1151.5141,1172.1893,1158.5296,13.6597,1.1791,1654249600.0,19269810235.0,,,,,,,,,,
20180301.0,01000688,,,,,,,,,,,,,,,,,,,
20180301.0,01000852,6530.2234,6658.9351,6517.5876,6658.5782,6563.8076,94.7706,1.4438,9108139800.0,99824674333.0,,,,,,,,,,
20180301.0,01000905,5987.3591,6090.9953,5974.1183,6090.2247,6023.677,66.5477,1.1048,7310177300.0,86470400022.0,1.09,1.89,34.94,27.82,2.36,812482432155.0,669330960943.0,386252734935.0,8189020694027.0,6423043674980.0
20180301.0,02399001,10754.6192,10943.1309,10732.926,10943.1309,10828.7302,114.4007,1.0565,19007030400.0,247235625700.0,1.21,2.01,32.5,26.26,2.95,1047038144548.0,811034043017.0,487630621370.0,14618870798629.0,10909699202353.0
20180301.0,02399005,7422.1273,7581.8871,7400.4978,7581.8871,7477.2628,104.6243,1.3992,7406888500.0,103327399100.0,1.44,2.44,39.35,32.46,4.21,229145765444.0,169298586926.0,100419182207.0,4477349736603.0,3148788751953.0
20180301.0,02399006,1744.3405,1789.8488,1741.0284,1789.8488,1753.6274,36.2214,2.0655,5667066500.0,82123141500.0,2.7,3.57,41.39,40.23,4.29,121462386675.0,85911059660.0,64911397407.0,2142294425570.0,1413345948793.0
20180301.0,02399673,1529.5873,1569.971,1526.4504,1569.3818,1540.488,28.8938,1.8756,1511363900.0,23267335400.0,,,,,,,,,,
20180302.0,01000001,3248.4464,3269.9377,3242.2669,3254.5283,3273.7549,-19.2266,-0.5873,15086106300.0,178602991900.0,0.48,1.26,17.69,15.52,1.67,4270019378523.0,3138276574230.0,1189982380856.0,39446774641602.0,28246964106257.0
20180302.0,01000020,1164.3424,1174.4239,1162.7888,1167.0079,1172.1893,-5.1814,-0.442,1719735900.0,22088132335.0,,,,,,,,,,
20180302.0,01000688,,,,,,,,,,,,,,,,,,,
20180302.0,01000852,6621.526,6672.9623,6612.4578,6632.3713,6658.5782,-26.2069,-0.3936,8912044600.0,97203093606.0,,,,,,,,,,
20180302.0,01000905,6053.4765,6094.7976,6044.2591,6056.3354,6090.2247,-33.8893,-0.5565,7343482900.0,86135000103.0,1.1,1.9,34.74,27.66,2.35,812482432155.0,669330960943.0,386252734935.0,8141755025012.0,6383894230585.0
20180302.0,02399001,10857.8706,10947.3861,10840.0083,10856.2464,10943.1309,-86.8845,-0.794,18464681600.0,238212896400.0,1.13,1.88,32.25,26.06,2.92,1047038144548.0,811034043017.0,487654399375.0,14505583162301.0,10822547082779.0
20180302.0,02399005,7513.5317,7558.1622,7456.2465,7456.2465,7581.8871,-125.6406,-1.6571,7202916600.0,97386945600.0,1.27,2.14,38.77,31.98,4.14,229145765444.0,169298586926.0,100419182207.0,4410986128801.0,3096912722947.0
20180302.0,02399006,1777.4579,1804.2504,1767.9007,1772.0054,1789.8488,-17.8434,-0.9969,5447180400.0,79900391600.0,2.41,3.19,40.98,39.84,4.25,121462386675.0,85911059660.0,64935175412.0,2121254737703.0,1399979352952.0
20180302.0,02399673,1554.9695,1584.7884,1545.9851,1549.872,1569.3818,-19.5098,-1.2432,1380106400.0,21953391700.0,,,,,,,,,,
20180305.0,01000001,3255.8713,3269.3999,3236.7172,3256.9263,3254.5283,2.398,0.0737,14483598800.0,174148634500.0,0.45,1.19,17.7,15.54,1.67,4274356206743.0,3138640660008.0,1190860796713.0,39517599035933.0,28260172076447.0
20180305.0,01000020,1168.3123,1173.2798,1165.3214,1173.1524,1167.0079,6.1445,0.5265,1509784300.0,19679648565.0,,,,,,,,,,
20180305.0,01000688,,,,,,,,,,,,,,,,,,,
20180305.0,01000852,6648.2604,6674.4136,6626.4212,6674.2773,6632.3713,41.906,0.6318,7931678300.0,87991358320.0,,,,,,,,,,
20180305.0,01000905,6066.683,6080.9695,6031.9803,6064.0983,6056.3354,7.7629,0.1282,6732469300.0,82113731232.0,1.01,1.74,34.79,27.67,2.35,813220685437.0,669330962563.0,386134670095.0,8151892020435.0,6386546628016.0
20180305.0,02399001,10882.8669,10913.0313,10813.4652,10875.6799,10856.2464,19.4335,0.179,15954953800.0,212230843700.0,0.99,1.64,32.31,26.13,2.93,1047035744548.0,811033118017.0,487623440129.0,14539906026041.0,10826915553430.0
20180305.0,02399005,7474.5872,7502.8718,7427.1709,7481.8574,7456.2465,25.6109,0.3435,6247595700.0,87686205200.0,1.1,1.85,38.87,32.06,4.15,229145765444.0,169298586926.0,100419182207.0,4422345880256.0,3102321224954.0
20180305.0,02399006,1780.8221,1795.6928,1768.8814,1795.6928,1772.0054,23.6874,1.3368,4358646400.0,68503740800.0,1.95,2.57,41.62,40.46,4.31,121462386675.0,85911059660.0,64934928912.0,2154213794270.0,1418729666840.0
20180305.0,02399673,1559.7532,1574.7572,1548.0756,1574.7572,1549.872,24.8852,1.6056,1060254100.0,17353591000.0,,,,,,,,,,
20180306.0,01000001,3266.4868,3290.2534,3243.654,3289.6419,3256.9263,32.7156,1.0045,19535804600.0,224381789500.0,0.62,1.63,17.87,15.68,1.68,4274452752872.0,3138657745056.0,1190880607119.0,39897002491105.0,28541206469086.0
20180306.0,01000020,1174.1658,1188.7675,1174.1658,1188.6201,1173.1524,15.4677,1.3185,1771739100.0,23715399308.0,,,,,,,,,,
20180306.0,01000688,,,,,,,,,,,,,,,,,,,
20180306.0,01000852,6679.2745,6735.9605,6679.0512,6735.8593,6674.2773,61.582,0.9227,9646599500.0,106045839422.0,,,,,,,,,,
20180306.0,01000905,6077.3686,6145.8509,6070.7211,6145.5768,6064.0983,81.4785,1.3436,8349576700.0,99900152655.0,1.25,2.16,35.12,28.0,2.38,813311316318.0,669331266703.0,386130794528.0,8269884406439.0,6483412896436.0
20180306.0,02399001,10909.2753,11007.9518,10873.8454,11007.9518,10875.6799,132.2719,1.2162,20652549700.0,274044811000.0,1.38,2.3,32.53,26.46,2.97,1047035928348.0,811033414582.0,487619556987.0,14727958414327.0,10974946786809.0
